"Ticker","Date","LatestAvailableDate","HistoryBars","HistoryQuality","Price","ChangePct","Signal","ActiveSignals","SignalGroup","ActiveSignal","SniperLocation","LastActiveSignals","LastActiveDate","LastSniperLocation","SignalAgeLabel","AgeDays","Trend","TrendShort","TrendMedium","TrendLong","Structure","Regime","RisenScore","RisenInsideRolling","RisenRecentUpBreak","RisenVolSurge","Quadrant","AlphaStatus","RVol","VolPower","VolRegime","XRayBuyPowerPct","XRaySellPowerPct","RSI","ADX","PlusDI","MinusDI","EMA21","EMA50","EMA200","Volume","VolumeSMA20","Score","LogicNotes","Strategy","PortfolioCapital","Buy1","Buy2","Buy3","Buy4","Weight1","Weight2","Weight3","Weight4","Lot1","Lot2","Lot3","Lot4","TotalLots","TotalDeployed","CashLeft","AvgEntry","TheoreticalAvgEntry","StopLoss","TP1","TP2","TP2Fib","RiskBuy1Pct","RiskAvgPct","UpsideBuy1Pct","UpsideAvgPct","RewardRiskBuy1","RewardRiskAvg"
"TALF","2026-05-22","2026-05-22","558","FULL","780","24.8","V-SHAPE","V-SHAPE","reversal","TRUE","","V-SHAPE","2026-05-22","","NEW","0","DOWNTREND","BULLISH","BULLISH","BULLISH","DEMAND STRUCTURE","EXPLOSIVE BULL","19.18","TRUE","TRUE","TRUE","LEADING","LEADING (V-Shape)","1.86","1.86","EXPANSION","100","0","56.45","32.58","25.48","14","706.39","677.22","552.8","762700","410740","5050","Supertrend bearish | RSI 56.5 > 50 | Volume valid 1.86x | Lolos anti-crash ADX | RISEN EXPLOSIVE BULL","Full Grid (1-2-3-4)","100000000","780","695","675","645","0.1","0.2","0.3","0.4","128","287","444","620","1479","99890500","109500","675.39","675.41","590","1065","1350","1350","24.36","12.64","73.08","99.88","3","7.9"
"CAMP","2026-05-22","2026-05-22","558","FULL","177","-3.804347826086957","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-06","","16d","16","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","0","FALSE","FALSE","FALSE","WEAKENING","WEAKENING (Passive)","1.12","1.12","NORMAL","53.85","46.15","17.77","24.67","12.95","38.25","195.91","200.99","211.01","442300","395530","968","Supertrend bearish | RSI 17.8 lemah | Volume 1.12x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","200","195","194","192","0.1","0.2","0.3","0.4","500","1025","1546","2083","5154","99973500","26500","193.97","193.97","189","216","238","238","5.5","2.56","19","22.7","3.45","8.85"
"DEFI","2026-05-22","2026-05-22","558","FULL","142","1.4285714285714286","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-06","","16d","16","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","47.57","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.2","0.2","DRY / QUIET","53.57","46.43","45.91","26.5","26","23.5","161.42","153.54","374.89","41378300","203354205","968","Supertrend bearish | RSI 45.9 lemah | Volume 0.2x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","200","171","164","154","0.1","0.2","0.3","0.4","500","1169","1829","2597","6095","99979300","20700","164.03","164.03","136","296","500","500","32","17.09","150","204.81","4.69","11.98"
"DIGI","2026-05-22","2026-05-22","558","FULL","30","-3.225806451612903","AVOID","-","passive","FALSE","","G ACC","2026-05-06","","16d","16","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","0","FALSE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.15","0.15","DRY / QUIET","66.67","33.33","37.56","17.45","22.81","42.21","35.75","35.41","33.06","542200","3652135","968","Supertrend bearish | RSI 37.6 lemah | Volume 0.15x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","45","37","34","32","0.1","0.2","0.3","0.4","2222","5405","8823","12500","28950","99995700","4300","34.54","34.54","27","72","99","99","40","21.83","120","186.62","3","8.55"
"FOOD","2026-05-22","2026-05-22","558","FULL","169","9.740259740259742","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-03-17","","66d","66","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","68.79","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.08","0.08","DRY / QUIET","100","0","40.96","31.97","18.53","51.78","182.71","205.93","225.66","3600","43830","968","Supertrend bearish | RSI 41.0 lemah | Volume 0.08x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","282","250","242","230","0.1","0.2","0.3","0.4","354","800","1239","1739","4132","99963600","36400","241.93","241.93","212","388","492","492","24.82","12.37","74.47","103.37","3","8.36"
"HALO","2026-05-22","2026-05-22","558","FULL","72","2.857142857142857","AVOID","-","passive","FALSE","","SMART SNIPER","2026-05-06","Discount Only","16d","16","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","40.02","TRUE","TRUE","FALSE","WEAKENING","WEAKENING (Passive)","0.14","0.14","DRY / QUIET","71.43","28.57","45","31.24","21.19","18.11","77.73","77.8","82.76","17128700","123461110","968","Supertrend bearish | RSI 45.0 lemah | Volume 0.14x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","91","78","74","70","0.1","0.2","0.3","0.4","1098","2564","4054","5714","13430","99988600","11400","74.45","74.45","63","133","175","175","30.77","15.38","92.31","135.05","3","8.78"
"HRME","2026-05-22","2026-05-22","558","FULL","39","-9.30232558139535","AVOID","-","passive","FALSE","","SMART GAMMA","2026-05-06","","16d","16","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","0","FALSE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","1.46","1.46","EXPANSION","50","50","33.46","21.38","24.63","48.01","49.41","48.82","44.52","7619200","5204710","968","Supertrend bearish | RSI 33.5 lemah | Volume valid 1.46x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","60","51","48","45","0.1","0.2","0.3","0.4","1666","3921","6250","8888","20725","99989100","10900","48.25","48.25","41","89","117","117","31.67","15.02","95","142.51","3","9.49"
"IKAN","2026-05-22","2026-05-22","558","FULL","80","1.2658227848101267","AVOID","-","passive","FALSE","","SMART GAMMA","2026-05-06","","16d","16","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","32.78","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.47","0.47","DRY / QUIET","66.67","33.33","32.12","16.96","22.78","23.46","93.1","97.26","102.28","5493600","11623115","968","Supertrend bearish | RSI 32.1 lemah | Volume 0.47x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","106","92","89","84","0.1","0.2","0.3","0.4","943","2173","3370","4761","11247","99972800","27200","88.89","88.89","77","150","193","193","27.36","13.37","82.08","117.13","3","8.76"
"KKES","2026-05-22","2026-05-22","558","FULL","37","-5.128205128205128","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-05-06","","16d","16","DOWNTREND","BEARISH","BEARISH","BULLISH","DOWNTREND","NORMAL UPTREND","25","TRUE","TRUE","FALSE","WEAKENING","WEAKENING (Passive)","0.68","0.68","DRY / QUIET","100","0","45.15","28.91","29.57","39.93","40.87","37.91","33.87","6276200","9265470","968","Supertrend bearish | RSI 45.1 lemah | Volume 0.68x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","41","36","35","33","0.1","0.2","0.3","0.4","2439","5555","8571","12121","28686","99995700","4300","34.86","34.86","31","56","71","71","24.39","11.07","73.17","103.68","3","9.37"
"LFLO","2026-05-22","2026-05-22","558","FULL","474","-2.4691358024691357","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-06","","16d","16","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","SIDEWAYS","0","FALSE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","1.26","1.26","EXPANSION","100","0","35.58","24.87","10.89","30.42","548.75","560.98","498.13","172100","136230","968","Supertrend bearish | RSI 35.6 lemah | Volume valid 1.26x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","540","515","510","505","0.1","0.2","0.3","0.4","185","388","588","792","1953","99956000","44000","511.81","511.81","486","620","650","650","10","5.04","20.37","27","2.04","5.35"
"MLPT","2026-05-22","2026-05-22","558","FULL","19200","-0.13003901170351106","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-06","","16d","16","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","52.28","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.28","0.28","DRY / QUIET","37.14","62.86","42.28","19.02","25.75","22.03","21092.13","24756","45266.67","16800","60255","968","Supertrend bearish | RSI 42.3 lemah | Volume 0.28x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","24500","21750","21100","20175","0.1","0.2","0.3","0.4","4","9","14","19","46","97247500","2752500","21140.76","21132.02","18475","34975","37000","37000","24.59","12.61","51.02","75.02","2.07","5.95"
"NIKL","2026-05-22","2026-05-22","558","FULL","252","-0.7874015748031495","AVOID","-","passive","FALSE","","SMART GAMMA","2026-05-06","","16d","16","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","0","FALSE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.24","0.24","DRY / QUIET","82.35","17.65","38.33","24.94","27.35","31.74","312.4","319.48","320.5","13993900","58066760","968","Supertrend bearish | RSI 38.3 lemah | Volume 0.24x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","448","362","340","312","0.1","0.2","0.3","0.4","223","552","882","1282","2939","99959200","40800","340.11","340.12","268","720","990","990","40.18","21.2","120.98","191.08","3.01","9.01"
"PGEO","2026-05-22","2026-05-22","558","FULL","925","0.5434782608695652","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-06","","16d","16","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","40.83","TRUE","FALSE","FALSE","WEAKENING","WEAKENING (Passive)","0.65","0.65","DRY / QUIET","77.78","22.22","34.68","17.01","13.37","30.53","998.83","1031.13","1142.4","16493100","25502860","968","Supertrend bearish | RSI 34.7 lemah | Volume 0.65x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1055","1020","1010","1000","0.1","0.2","0.3","0.4","94","196","297","400","987","99906000","94000","1012.22","1012.25","980","1170","1285","1285","7.11","3.18","21.8","26.95","3.07","8.47"
"PYFA","2026-05-22","2026-05-22","558","FULL","242","3.418803418803419","AVOID","-","passive","FALSE","","SMART SNIPER","2026-05-06","Structure + Discount","16d","16","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.37","0.37","DRY / QUIET","78.57","21.43","34.02","19.12","17.76","32.95","313.96","340.18","395.95","30524300","83278050","968","Supertrend bearish | RSI 34.0 lemah | Volume 0.37x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","380","336","326","310","0.1","0.2","0.3","0.4","263","595","920","1290","3068","99968000","32000","325.84","325.84","286","520","660","660","24.74","12.23","73.68","102.55","2.98","8.39"
"RCCC","2026-05-22","2026-05-22","558","FULL","105","-0.9433962264150944","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-06","","16d","16","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","82.69","TRUE","FALSE","FALSE","WEAKENING","WEAKENING (Passive)","1.51","1.51","EXPANSION","50","50","42.89","14.74","12.09","15.68","109.19","116.15","152.51","25508100","16929905","968","Supertrend bearish | RSI 42.9 lemah | Volume valid 1.51x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","112","104","102","99","0.1","0.2","0.3","0.4","892","1923","2941","4040","9796","99983800","16200","102.07","102.07","94","139","166","166","16.07","7.9","48.21","62.64","3","7.93"
"RICY","2026-05-22","2026-05-22","558","FULL","79","-5.952380952380952","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-05-06","","16d","16","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","0","FALSE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","1.66","1.66","EXPANSION","14.29","85.71","38.01","37.58","37.33","14.84","95.24","94.1","81.56","20287000","12218125","968","Supertrend bearish | RSI 38.0 lemah | Volume valid 1.66x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","126","100","94","85","0.1","0.2","0.3","0.4","793","2000","3191","4705","10689","99979700","20300","93.54","93.54","72","208","288","288","42.86","23.02","128.57","207.91","3","9.03"
"ABDA","2026-05-22","2026-05-22","558","FULL","3350","-4.285714285714286","AVOID","-","passive","FALSE","","SMART GAMMA","2026-05-05","","17d","17","DOWNTREND","BULLISH","BULLISH","BULLISH","DOWNTREND","NORMAL UPTREND","25","TRUE","TRUE","FALSE","WEAKENING","WEAKENING (Passive)","0.07","0.07","DRY / QUIET","58.33","41.67","52.7","23.74","23.9","28.76","3295.3","3046.67","3060.73","1600","22505","966","Supertrend bearish | RSI 52.7 > 50 | Volume 0.07x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","3810","3080","2900","2650","0.1","0.2","0.3","0.4","26","64","103","150","343","99238000","762000","2893.24","2893.74","2310","6050","8300","8300","39.37","20.16","117.85","186.88","2.99","9.27"
"BNLI","2026-05-22","2026-05-22","558","FULL","3100","8.013937282229964","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-05","","17d","17","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","56.4","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.17","0.17","DRY / QUIET","69.7","30.3","46.57","20.05","17.42","26.75","3189.92","3346.86","3665.79","15600","91855","966","Supertrend bearish | RSI 46.6 lemah | Volume 0.17x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","3400","3140","3070","2980","0.1","0.2","0.3","0.4","29","63","97","134","323","99353000","647000","3075.94","3076.41","2830","4260","5100","5100","16.76","8","50","65.8","2.98","8.23"
"CDIA","2026-05-22","2026-05-22","210","IPO / SHORT","750","6.382978723404255","AVOID","-","passive","FALSE","","SMART SNIPER","2026-05-05","Structure + Discount","17d","17","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","SIDEWAYS","25","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.71","0.71","DRY / QUIET","95.24","4.76","34.84","21.36","13.8","36.4","959","1027.57","1161.88","79780200","112827300","966","Supertrend bearish | RSI 34.8 lemah | Volume 0.71x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1190","1075","1050","1010","0.1","0.2","0.3","0.4","84","186","285","396","951","99912000","88000","1050.6","1050.6","940","1565","1595","1595","21.01","10.53","34.03","51.82","1.62","4.92"
"CENT","2026-05-22","2026-05-22","558","FULL","76","0","AVOID","-","passive","FALSE","","SMART SNIPER","2026-05-05","Structure + Discount","17d","17","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","29.39","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.57","0.57","DRY / QUIET","37.5","62.5","26.62","21.28","9.92","27.7","94.88","103.64","113.65","4468000","7898345","966","Supertrend bearish | RSI 26.6 lemah | Volume 0.57x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","110","104","103","101","0.1","0.2","0.3","0.4","909","1923","2912","3960","9704","99987800","12200","103.04","103.04","97","130","149","149","11.82","5.86","35.45","44.61","3","7.61"
"COIN","2026-05-22","2026-05-22","210","IPO / SHORT","835","3.7267080745341614","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-05","","17d","17","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","52.99","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.61","0.61","DRY / QUIET","100","0","28.72","30.09","11.56","36.31","1066.63","1315.24","1785.24","4585000","7466095","966","Supertrend bearish | RSI 28.7 lemah | Volume 0.61x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","3130","2620","2490","2320","0.1","0.2","0.3","0.4","31","76","120","172","399","99399000","601000","2491.2","2492.64","2040","4770","6400","6400","34.82","18.11","104.47","156.9","3","8.66"
"ENZO","2026-05-22","2026-05-22","558","FULL","74","-1.3333333333333335","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-05-05","","17d","17","DOWNTREND","BEARISH","BEARISH","BULLISH","DOWNTREND","NORMAL UPTREND","25","TRUE","TRUE","FALSE","WEAKENING","WEAKENING (Passive)","0.12","0.12","DRY / QUIET","80","20","44.56","28.65","21.83","22.36","82.22","78.34","63.02","17460600","144298915","966","Supertrend bearish | RSI 44.6 lemah | Volume 0.12x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","97","76","70","63","0.1","0.2","0.3","0.4","1030","2631","4285","6349","14295","99980300","19700","69.94","69.94","52","165","232","232","46.39","25.65","139.18","231.71","3","9.03"
"GTSI","2026-05-22","2026-05-22","558","FULL","171","8.227848101265822","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-05","","17d","17","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","75.45","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.69","0.69","DRY / QUIET","95.45","4.55","32.39","27.9","10.37","30.2","208.01","230.52","200.75","24838800","36157365","966","Supertrend bearish | RSI 32.4 lemah | Volume 0.69x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","218","198","193","186","0.1","0.2","0.3","0.4","458","1010","1554","2150","5172","99964600","35400","193.28","193.28","171","288","294","294","21.56","11.53","34.86","52.11","1.62","4.52"
"INTP","2026-05-22","2026-05-22","558","FULL","4900","1.8711018711018712","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-03-16","","67d","67","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","69.6","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1.2","1.2","EXPANSION","81.82","18.18","39.42","22.25","16.33","27.67","5087.18","5385.28","6004.26","1635100","1359745","966","Supertrend bearish | RSI 39.4 lemah | Volume valid 1.2x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","7475","6750","6575","6325","0.1","0.2","0.3","0.4","13","29","45","63","150","98727500","1272500","6581.83","6584.32","5950","9775","12050","12050","20.4","9.6","61.2","83.08","3","8.65"
"IOTF","2026-05-22","2026-05-22","558","FULL","56","0","AVOID","-","passive","FALSE","","SMART SNIPER","2026-05-05","Structure + Discount","17d","17","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","64.39","TRUE","FALSE","FALSE","WEAKENING","WEAKENING (Passive)","0.32","0.32","DRY / QUIET","80","20","36.43","12.7","16.89","24.41","61.43","64.7","84.36","5651000","17603895","966","Supertrend bearish | RSI 36.4 lemah | Volume 0.32x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","67","64","63","62","0.1","0.2","0.3","0.4","1492","3125","4761","6451","15829","99986900","13100","63.17","63.17","60","78","86","86","10.45","5.01","28.36","36.15","2.71","7.21"
"JARR","2026-05-22","2026-05-22","558","FULL","1590","7.796610169491526","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-05","","17d","17","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","29.5","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.98","0.98","NORMAL","95.12","4.88","30.01","23.65","11.43","38.1","1996.78","2174.92","2283.71","1630600","1662770","966","Supertrend bearish | RSI 30.0 lemah | Volume 0.98x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","3670","3270","3170","3030","0.1","0.2","0.3","0.4","27","61","94","132","314","99650000","350000","3173.57","3173.99","2800","9600","10550","10550","23.71","11.77","187.47","232.43","7.91","19.75"
"KLIN","2026-05-22","2026-05-22","558","FULL","110","1.8518518518518516","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-05","","17d","17","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","25.06","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.27","0.27","DRY / QUIET","76.92","23.08","25.31","22.09","9.15","30.27","136.7","147.71","157.58","29700","111070","966","Supertrend bearish | RSI 25.3 lemah | Volume 0.27x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","168","150","145","139","0.1","0.2","0.3","0.4","595","1333","2068","2877","6873","99967300","32700","145.45","145.45","128","228","288","288","23.81","12","71.43","98.01","3","8.17"
"KONI","2026-05-22","2026-05-22","558","FULL","2430","-9.328358208955224","HOLD","-","passive","FALSE","","SMART GAMMA","2026-05-05","","17d","17","UPTREND","BEARISH","BULLISH","BULLISH","UPTREND","SIDEWAYS","45.32","TRUE","TRUE","FALSE","WEAKENING","WEAKENING (Passive)","0.32","0.32","DRY / QUIET","24.24","75.76","48.33","28.6","21.73","19.02","2620.52","2340.65","2066.63","59300","185460","966","Supertrend bullish | RSI 48.3 lemah | Volume 0.32x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","2980","2430","2300","2120","0.1","0.2","0.3","0.4","33","82","130","188","433","99516000","484000","2298.29","2298.98","1820","4720","6450","6450","38.93","20.81","116.44","180.64","2.99","8.68"
"LPIN","2026-05-22","2026-05-22","558","FULL","392","-0.5076142131979695","AVOID","-","passive","FALSE","","G ACC","2026-05-05","","17d","17","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.22","0.22","DRY / QUIET","91.67","8.33","28.69","35.48","9.73","44.06","431.9","442.43","435.69","222600","1011825","966","Supertrend bearish | RSI 28.7 lemah | Volume 0.22x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","486","460","454","446","0.1","0.2","0.3","0.4","205","434","660","896","2195","99852600","147400","454.91","454.92","432","565","650","650","11.11","5.04","33.74","42.89","3.04","8.52"
"MKAP","2026-05-22","2026-05-22","533","FULL","1085","0.4629629629629629","AVOID","-","passive","FALSE","","G ACC","2026-03-06","","77d","77","DOWNTREND","BULLISH","BULLISH","BULLISH","DEMAND STRUCTURE","SIDEWAYS","75","TRUE","FALSE","TRUE","LEADING","LEADING (Passive)","3.18","3.18","VOLUME SURGE","100","0","60.16","47.7","26.03","16.81","1078.09","1020.82","700.95","397200","125050","966","Supertrend bearish | RSI 60.2 > 50 | Volume valid 3.18x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1005","840","800","740","0.1","0.2","0.3","0.4","99","238","375","540","1252","99901500","98500","797.94","798","665","1515","2030","2030","33.83","16.66","101.99","154.41","3.01","9.27"
"PIPA","2026-05-22","2026-05-22","558","FULL","120","0","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-05","","17d","17","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","48.16","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.47","0.47","DRY / QUIET","47.37","52.63","41.92","38.36","21.28","16.35","134.82","145.09","173.16","47199000","101463110","966","Supertrend bearish | RSI 41.9 lemah | Volume 0.47x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","161","147","143","138","0.1","0.2","0.3","0.4","621","1360","2097","2898","6976","99969600","30400","143.31","143.31","129","210","258","258","19.88","9.98","60.25","80.04","3.03","8.02"
"PSGO","2026-05-22","2026-05-22","558","FULL","196","-0.5076142131979695","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-03-16","","67d","67","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","47.93","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.76","0.76","DRY / QUIET","71.43","28.57","43.1","17.93","7.76","21.32","198.98","201.21","202.22","571300","747125","966","Supertrend bearish | RSI 43.1 lemah | Volume 0.76x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","274","232","222","208","0.1","0.2","0.3","0.4","364","862","1351","1923","4500","99962600","37400","222.14","222.15","187","404","535","535","31.75","15.82","95.26","140.84","3","8.9"
"PTRO","2026-05-22","2026-05-22","558","FULL","3750","8.38150289017341","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-05","","17d","17","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.87","0.87","NORMAL","96.67","3.33","34.22","23.94","12.66","35.65","4889.26","5497.64","6604.82","88602200","101308305","966","Supertrend bearish | RSI 34.2 lemah | Volume 0.87x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","5900","5350","5225","5050","0.1","0.2","0.3","0.4","16","37","57","79","189","98912500","1087500","5233.47","5236.79","4700","7700","9500","9500","20.34","10.19","61.02","81.52","3","8"
"RATU","2026-05-22","2026-05-22","321","FULL","4380","13.471502590673575","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-05","","17d","17","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","19.71","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.92","0.92","NORMAL","100","0","34.38","25.61","9.94","34.18","5474.88","5935.56","6716.77","10762800","11639690","966","Supertrend bearish | RSI 34.4 lemah | Volume 0.92x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","7075","5700","5350","4890","0.1","0.2","0.3","0.4","14","35","56","81","186","99424000","576000","5345.38","5344.84","4190","11400","15725","15725","40.78","21.61","122.26","194.18","3","8.98"
